Date,Close,Rendement du mois,Rendement LP,Rendement DCA x mois,Durée,Mois DCA
,^GSPC,,,,,
2008-12-01,903.25,0.0078,62188.8812,63063.8754,25 ans,6 mois
2009-01-01,825.88,-0.0857,56861.9468,57661.9914,25 ans,6 mois
2009-02-01,735.09,-0.1099,50611.0449,51323.1396,25 ans,6 mois
2009-03-01,797.87,0.0854,54933.454,55706.3647,25 ans,6 mois
2009-04-01,872.81,0.0939,60093.083,60938.5894,25 ans,6 mois
2009-05-01,919.14,0.0531,63282.9108,64173.2979,25 ans,6 mois
2009-06-01,919.32,0.0002,63295.3033,64185.8648,25 ans,6 mois
2009-07-01,987.48,0.0741,67988.1264,68944.7156,25 ans,6 mois
2009-08-01,1020.62,0.0336,70269.8207,71258.5133,25 ans,6 mois
2009-09-01,1057.08,0.0357,72780.0938,73804.1058,25 ans,6 mois
2009-10-01,1036.1899,-0.0198,71341.8136,72345.5891,25 ans,6 mois
2009-11-01,1095.63,0.0574,75434.2698,76495.6259,25 ans,6 mois
2009-12-01,1115.1,0.0178,76774.7798,77854.9968,25 ans,6 mois
2010-01-01,1073.87,-0.037,73936.0902,74976.367,25 ans,6 mois
2010-02-01,1104.49,0.0285,76044.2809,77114.2199,25 ans,6 mois
2010-03-01,1169.4301,0.0588,80515.4128,81648.2603,25 ans,6 mois
2010-04-01,1186.6899,0.0148,81703.7584,82853.3258,25 ans,6 mois
2010-05-01,1089.41,-0.082,75006.024,76061.3547,25 ans,6 mois
2010-06-01,1030.71,-0.0539,70964.5162,71962.9831,25 ans,6 mois
2010-07-01,1101.6,0.0688,75845.303,76912.4424,25 ans,6 mois
2010-08-01,1049.33,-0.0474,72246.5053,73263.0098,25 ans,6 mois
2010-09-01,1141.2,0.0876,78571.7666,79677.2671,25 ans,6 mois
2010-10-01,1183.26,0.0369,81467.6071,82613.8519,25 ans,6 mois
2010-11-01,1180.55,-0.0023,81281.0259,82424.6456,25 ans,6 mois
2010-12-01,1257.64,0.0653,86588.6802,87806.9783,25 ans,6 mois
2011-01-01,1286.12,0.0226,88549.5306,89795.4177,25 ans,6 mois
2011-02-01,1327.22,0.032,91379.2693,92664.9707,25 ans,6 mois
2011-03-01,1325.83,-0.001,91283.5666,92567.9215,25 ans,6 mois
2011-04-01,1363.61,0.0285,93884.7266,95205.6797,25 ans,6 mois
2011-05-01,1345.2,-0.0135,92617.1934,93920.3123,25 ans,6 mois
2011-06-01,1320.64,-0.0183,90926.2385,92205.5658,25 ans,6 mois
2011-07-01,1292.28,-0.0215,88973.6498,90225.5042,25 ans,6 mois
2011-08-01,1218.89,-0.0568,83920.7376,85101.4979,25 ans,6 mois
2011-09-01,1131.42,-0.0718,77898.4187,78994.4452,25 ans,6 mois
2011-10-01,1253.3,0.1077,86289.873,87503.9669,25 ans,6 mois
2011-11-01,1246.96,-0.0051,85853.3571,87061.3092,25 ans,6 mois
2011-12-01,1257.6,0.0085,86585.9235,87804.1828,25 ans,6 mois
2012-01-01,1312.41,0.0436,90359.6033,91630.958,25 ans,6 mois
2012-02-01,1365.6801,0.0406,94027.2511,95350.2095,25 ans,6 mois
2012-03-01,1408.47,0.0313,96973.3425,98337.7522,25 ans,6 mois
2012-04-01,1397.91,-0.0075,96246.2895,97600.4696,25 ans,6 mois
2012-05-01,1310.33,-0.0627,90216.3896,91485.7293,25 ans,6 mois
2012-06-01,1362.16,0.0396,93784.8973,95104.4457,25 ans,6 mois
2012-07-01,1379.3199,0.0126,94966.3595,96302.5311,25 ans,6 mois
2012-08-01,1406.58,0.0198,96843.2148,98205.7936,25 ans,6 mois
