Nom_Entreprise,Ticker,Ticker_Yahoo_Finance,Ponderation,Secteur_Activite,Nom_Indice,Ticker_Indice_Yahoo,Pays,Place_Boursiere,Nombres_Entreprises,Capitalisation_Boursiere
SPIRAX GROUP PLC ORD 26 12/13P,SPX,SPX.L,0.23,Industrials,FTSE 100,^FTSE,United Kingdom,LSE,100,5172578304
RIGHTMOVE PLC ORD 0.1P,RMV,RMV.L,0.24,Communication Services,FTSE 100,^FTSE,United Kingdom,LSE,100,5249169408
PHOENIX GROUP HOLDINGS PLC ORD ,PHNX,PHNX.L,0.23,Financial Services,FTSE 100,^FTSE,United Kingdom,LSE,100,5197753344
DCC PLC ORD EUR0.25 (CDI),DCC,DCC.L,0.23,Energy,FTSE 100,^FTSE,Ireland,LSE,100,5230423040
M&G PLC,MNG,MNG.L,0.23,Financial Services,FTSE 100,^FTSE,United Kingdom,LSE,100,5154125824
IMI PLC ORD 28 4/7P,IMI,IMI.L,0.23,Industrials,FTSE 100,^FTSE,United Kingdom,LSE,100,5079048704
GAMES WORKSHOP GROUP PLC ORD 5P,GAW,GAW.L,0.22,Consumer Cyclical,FTSE 100,^FTSE,United Kingdom,LSE,100,4833899520
ALLIANCE WITAN PLC ORD 2.5P,ALW,ALW.L,0.21,Financial Services,FTSE 100,^FTSE,United Kingdom,LSE,100,4711747072
KINGFISHER PLC ORD 15 5/7P,KGF,KGF.L,0.21,Consumer Cyclical,FTSE 100,^FTSE,United Kingdom,LSE,100,4621608960
HIKMA PHARMACEUTICALS PLC ORD S,HIK,HIK.L,0.2,Healthcare,FTSE 100,^FTSE,United Kingdom,LSE,100,4531080192
WHITBREAD PLC ORD 76 122/153P,WTB,WTB.L,0.2,Consumer Cyclical,FTSE 100,^FTSE,United Kingdom,LSE,100,4467099648
CRODA INTERNATIONAL PLC ORD 10.,CRDA,CRDA.L,0.2,Basic Materials,FTSE 100,^FTSE,United Kingdom,LSE,100,4490857472
ENDEAVOUR MINING PLC ORD USD0.0,EDV,EDV.L,0.18,Basic Materials,FTSE 100,^FTSE,United Kingdom,LSE,100,4051481600
LAND SECURITIES GROUP PLC ORD 1,LAND,LAND.L,0.19,Real Estate,FTSE 100,^FTSE,United Kingdom,LSE,100,4164162048
ENTAIN PLC ORD EUR0.01,ENT,ENT.L,0.19,Consumer Cyclical,FTSE 100,^FTSE,Isle of Man,LSE,100,4155700736
HOWDEN JOINERY GROUP PLC ORD 10,HWDN,HWDN.L,0.18,Consumer Cyclical,FTSE 100,^FTSE,United Kingdom,LSE,100,4062831616
UNITE GROUP PLC ORD 25P,UTG,UTG.L,0.18,Real Estate,FTSE 100,^FTSE,United Kingdom,LSE,100,3979481344
TAYLOR WIMPEY PLC ORD 1P,TW,TW.L,0.18,Consumer Cyclical,FTSE 100,^FTSE,United Kingdom,LSE,100,4042524160
HISCOX LTD ORD 6.5P (DI),HSX,HSX.L,0.18,Financial Services,FTSE 100,^FTSE,Bermuda,LSE,100,3958919936
PERSIMMON PLC ORD 10P,PSN,PSN.L,0.17,Consumer Cyclical,FTSE 100,^FTSE,United Kingdom,LSE,100,3858548736
JD SPORTS FASHION PLC ORD 0.05P,JD,JD.L,0.17,Consumer Cyclical,FTSE 100,^FTSE,United Kingdom,LSE,100,3898297600
LONDONMETRIC PROPERTY PLC ORD 1,LMP,LMP.L,0.16,Real Estate,FTSE 100,^FTSE,United Kingdom,LSE,100,3621761792
POLAR CAPITAL TECHNOLOGY TRUST ,PCT,PCT.L,0.16,Financial Services,FTSE 100,^FTSE,United Kingdom,LSE,100,3620138496
EASYJET PLC ORD 27 2/7P,EZJ,EZJ.L,0.17,Industrials,FTSE 100,^FTSE,United Kingdom,LSE,100,3707342080
BERKELEY GROUP HOLDINGS (THE) P,BKG,BKG.L,0.17,Consumer Cyclical,FTSE 100,^FTSE,United Kingdom,LSE,100,3694686720
BRITISH LAND COMPANY PLC ORD 25,BLND,BLND.L,0.16,Real Estate,FTSE 100,^FTSE,United Kingdom,LSE,100,3558986496
