Short_Name_Etf,Ticker_Etf_Yf,Ticker_Etf,Devise,Place_Boursiere_Etf,Volume_Moyen,Frais_pct
BNP PARIBAS EASY ESG ENHANCED U,AUSSE.PA,AUSSE,EUR,PAR,9015.0,
BNP Paribas Easy ESG Enhanced U,AUSSH.PA,AUSSH,EUR,PAR,0.0,
BNP PARIBAS EASY ESG ENHANCED U,AUSSR.PA,AUSSR,EUR,PAR,4.0,
21Shares Avalanche Staking ETP,AVAX-EUR.PA,AVAX-EUR,EUR,PAR,,
Amundi PEA Eau (MSCI Water) UCI,AWAT.PA,AWAT,EUR,PAR,6551.0,0.6
BNP PARIBAS EASY ESG ENHANCED W,AWDSE.PA,AWDSE,EUR,PAR,12656.0,
BNP Paribas Easy ESG Enhanced W,AWDSH.PA,AWDSH,EUR,PAR,0.0,
BNP PARIBAS EASY ESG ENHANCED W,AWDSR.PA,AWDSR,EUR,PAR,16.0,
21Shares Stellar ETP,AXLM-EUR.PA,AXLM-EUR,EUR,PAR,,
21Shares XRP ETP,AXRP-EUR.PA,AXRP-EUR,EUR,PAR,,
21Shares Tezos Staking ETP,AXTZ-EUR.PA,AXTZ-EUR,EUR,PAR,,
iShares iBonds Dec 2026 Term  C,B26A.PA,B26A,EUR,PAR,9154.0,
iShares iBonds Dec 2028 Term  C,B28A.PA,B28A,EUR,PAR,35053.0,
BNP Paribas Easy ESG Eurozone B,BIODV.PA,BIODV,EUR,PAR,1098.0,
CoinShares Bitcoin ETP,BITC.PA,BITC,EUR,PAR,,
WisdomTree Physical Crypto Mega,BLOC.PA,BLOC,EUR,PAR,,
BNP PARIBAS EASY ECPI GLOBAL ES,BLUE.PA,BLUE,EUR,PAR,4413.0,
BNP Paribas Easy ECPI Global ES,BLUSD.PA,BLUSD,USD,PAR,0.0,
DDA Bitcoin Macro ETP,BMAC.PA,BMAC,EUR,PAR,,
21Shares Binance Coin ETP,BNBA-EUR.PA,BNBA-EUR,EUR,PAR,,
Amundi STOXX Europe 600 Banks U,BNK.PA,BNK,EUR,PAR,118774.0,0.3
Amundi Euro Stoxx Banks UCITS E,BNKE.PA,BNKE,EUR,PAR,21978.0,0.3
21Shares Bitcoin Gold ETP,BOLD-EUR.PA,BOLD-EUR,EUR,PAR,,
Amundi STOXX Europe 600 Basic R,BRES.PA,BRES,EUR,PAR,6609.0,0.3
BNP Paribas Easy EUR Aggregate ,BSRIC.PA,BSRIC,EUR,PAR,2268.0,
BNP Paribas Easy EUR Aggregate ,BSRID.PA,BSRID,EUR,PAR,8.0,
Amundi EURO STOXX 50 Daily (-1x,BSX.PA,BSX,EUR,PAR,39213.0,0.4
MELANION BITCOIN EQUITIES UCITS,BTC.PA,BTC,EUR,PAR,5373.0,
VALOUR BITCOIN ZERO,BTC0E.PA,BTC0E,EUR,PAR,,
Bitwise Core Bitcoin ETP (BTC1),BTC1.PA,BTC1,EUR,PAR,1868.0,
Bitwise Diaman Bitcoin & Gold E,BTCG-EUR.PA,BTCG-EUR,EUR,PAR,,
Amundi Italy BTP Daily (-2x) In,BTPS.PA,BTPS,EUR,PAR,220.0,0.4
Invesco Global Buyback Achiever,BUYB.PA,BUYB,EUR,PAR,1079.0,
Amundi CAC 40 Daily (-2x) Inver,BX4.PA,BX4,EUR,PAR,13349470.0,0.6
Amundi EURO STOXX 50 Daily (-2x,BXX.PA,BXX,EUR,PAR,842374.0,0.6
AMUNDI S&P 500 BUYBACK UCITS ET,BYBE.PA,BYBE,EUR,PAR,311.0,0.15
AMUNDI S&P 500 BUYBACK UCITS ET,BYBU.PA,BYBU,USD,PAR,47.0,0.15
Amundi MSCI UK IMI SRI Climate ,C1U.PA,C1U,EUR,PAR,56.0,0.18
Amundi Euro Government Bond 0-6,C3M.PA,C3M,EUR,PAR,1660.0,
AMUNDI CAC 40 ESG UCITS ETF Acc,C40.PA,C40,EUR,PAR,4807.0,0.25
AMUNDI CAC 40 ESG UCITS ETF Dis,C4D.PA,C4D,EUR,PAR,2703.0,0.25
Amundi Core EURO STOXX 50 UCITS,C50.PA,C50,EUR,PAR,15433.0,0.09
Amundi Core EURO STOXX 50 UCITS,C50U.PA,C50U,USD,PAR,925.0,0.09
Amundi Euro Government Bond 5-7,C53D.PA,C53D,EUR,PAR,37.0,0.15
Amundi Stoxx Europe 50 UCITS ET,C5E.PA,C5E,EUR,PAR,1767.0,
AMUNDI STOXX EUROPE 600 ESG,C6E.PA,C6E,EUR,PAR,4941.0,0.18
Amundi CAC 40 UCITS ETF S - Acc,CA40.PA,CA40,EUR,PAR,3396.0,
Amundi CAC 40 UCITS ETF Dist,CAC.PA,CAC,EUR,PAR,33033.0,0.25
Amundi CAC 40 UCITS ETF Acc,CACC.PA,CACC,EUR,PAR,41841.0,0.25
OSSIAM Shiller Barclays CAPE Eu,CAPE.PA,CAPE,EUR,PAR,42.0,0.65
Ossiam Shiller Barclays CAPE US,CAPH.PA,CAPH,EUR,PAR,3.0,
OSSIAM SHILLER BARCLAYS CAPE US,CAPU.PA,CAPU,EUR,PAR,633.0,0.65
BNP Paribas Easy EUR Overnight ,CASHE.PA,CASHE,EUR,PAR,7748.0,
AMUNDI EURO GOVERNMENT TILTED G,CB3.PA,CB3,EUR,PAR,1055.0,0.14
21Shares Bitcoin Core ETP,CBTC-EUR.PA,CBTC-EUR,EUR,PAR,,
Amundi MSCI China Tech UCITS ET,CC1.PA,CC1,EUR,PAR,1590.0,0.55
Amundi MSCI China Tech UCITS ET,CC1U.PA,CC1U,USD,PAR,49.0,0.55
Amundi EUR Corporate Bond ESG -,CC4.PA,CC4,EUR,PAR,417.0,0.14
Amundi Core EURO STOXX 50 UCITS,CD5.PA,CD5,EUR,PAR,4751.0,0.09
Amundi MSCI EMU High Dividend U,CD8.PA,CD8,EUR,PAR,2301.0,
AMUNDI MSCI Europe High Dividen,CD9.PA,CD9,EUR,PAR,1019.0,0.23
AMUNDI MSCI WORLD EX EUROPE UCI,CE8.PA,CE8,EUR,PAR,64.0,0.35
Amundi MSCI Eastern Europe Ex R,CEC.PA,CEC,EUR,PAR,9751.0,0.5
Amundi MSCI Europe Small Cap ES,CEM.PA,CEM,EUR,PAR,640.0,0.23
CoinShares Ethereum Staking ETP,CETH.PA,CETH,EUR,PAR,,
Amundi MSCI Europe ESG Broad Tr,CEU.PA,CEU,EUR,PAR,1284.0,0.12
Amundi Core MSCI Europe UCITS E,CEU2.PA,CEU2,EUR,PAR,35029.0,0.12
AMUNDI CAC TRANSITION CLIMAT UC,CF1.PA,CF1,EUR,PAR,55.0,
AMUNDI ETF DAX UCITS ETF DR,CG1.PA,CG1,EUR,PAR,830.0,
AMUNDI MSCI EUROPE GROWTH UCITS,CG9.PA,CG9,EUR,PAR,407.0,0.35
BNP PARIBAS EASY MSCI China Min,CHINE.PA,CHINE,EUR,PAR,4670.0,
BNP Paribas Easy MSCI China Min,CHINU.PA,CHINU,USD,PAR,5788.0,
Amundi MSCI Semiconductors UCIT,CHIP.PA,CHIP,EUR,PAR,10692.0,0.35
Amundi STOXX Europe 600 Basic M,CHM.PA,CHM,EUR,PAR,117.0,0.3
Amundi MSCI India Swap II UCITS,CI2.PA,CI2,EUR,PAR,175.0,0.8
Amundi MSCI India Swap II UCITS,CI2U.PA,CI2U,USD,PAR,46.0,0.8
iShares Smart City Infrastructu,CITY-EUR.PA,CITY-EUR,EUR,PAR,,
Amundi MSCI Japan ESG Broad Tra,CJ1.PA,CJ1,EUR,PAR,490.0,0.15
Amundi MSCI USA Daily (2x) Leve,CL2.PA,CL2,EUR,PAR,54984.0,
Amundi MSCI Emerging Markets ES,CLEM.PA,CLEM,EUR,PAR,1440.0,0.18
Amundi Global Aggregate Green B,CLIM.PA,CLIM,EUR,PAR,1836.0,0.25
Guinness Sustainable Energy UCI,CLMA.PA,CLMA,EUR,PAR,19.0,0.65
iShares $ AAA CLO Active UCITS ,CLOR.PA,CLOR,USD,PAR,18.0,
Amundi MSCI World ESG Broad Tra,CLWD.PA,CLWD,EUR,PAR,14874.0,0.2
CM-AM Euro Stoxx 50 UCITS ETF,CM5E.PA,CM5E,EUR,PAR,384.0,
Amundi MSCI World Ex EMU UCITS ,CM9.PA,CM9,EUR,PAR,127.0,
iShares Diversified Commodity S,CMSE.PA,CMSE,EUR,PAR,3394.0,
Amundi MSCI EMU ESG Selection -,CMU.PA,CMU,EUR,PAR,2650.0,0.25
Amundi MSCI EMU ESG Selection -,CMUD.PA,CMUD,EUR,PAR,581.0,0.25
AMUNDI MSCI NORDIC UCITS ETF - ,CN1.PA,CN1,EUR,PAR,146.0,0.25
Amundi MSCI China A UCITS ETF A,CNAA.PA,CNAA,EUR,PAR,512.0,0.35
Amundi EUR Corporate Bond ex-Fi,CNB.PA,CNB,EUR,PAR,251.0,0.14
Amundi MSCI China ESG Selection,CNEG.PA,CNEG,EUR,PAR,2594.0,0.35
HSBC MSCI CHINA ETF,CNY.PA,CNY,EUR,PAR,40101.0,0.3
Amundi S&P World Consumer Discr,CODW.PA,CODW,EUR,PAR,2672.0,0.18
Amundi Bloomberg Equal-weight C,COMO.PA,COMO,EUR,PAR,9683.0,0.3
Amundi PEA S&P US Consumer Stap,COSE.PA,COSE,EUR,PAR,896.0,
Amundi S&P World Consumer Stapl,COSW.PA,COSW,EUR,PAR,1670.0,0.18
Amundi MSCI Pacific Ex Japan SR,CP9.PA,CP9,EUR,PAR,193.0,0.45
Amundi MSCI Pacific Ex Japan SR,CP9U.PA,CP9U,USD,PAR,54.0,0.2
21Shares Cronos ETP,CRON.PA,CRON,EUR,PAR,119.0,
Amundi EUR Corporate Bond Clima,CRP.PA,CRP,EUR,PAR,1405.0,0.14
Amundi IBEX 35 UCITS ETF - Acc,CS1.PA,CS1,EUR,PAR,2589.0,0.3
Amundi MSCI Europe ex Switzerla,CS9.PA,CS9,EUR,PAR,432.0,0.15
Amundi EUR Overnight Return UCI,CSH.PA,CSH,EUR,PAR,10070.0,0.1
Amundi Smart Overnight Return U,CSH2.PA,CSH2,EUR,PAR,37881.0,0.1
AMUNDI MSCI SWITZERLAND UCITS E,CSW.PA,CSW,EUR,PAR,23298.0,0.25
AMUNDI MSCI SWITZERLAND UCITS E,CSWC.PA,CSWC,CHF,PAR,9839.0,0.25
Amundi PEA MSCI USA ESG Selecti,CU2.PA,CU2,EUR,PAR,210.0,0.35
Amundi PEA MSCI USA ESG Selecti,CU2U.PA,CU2U,USD,PAR,77.0,0.35
Amundi MSCI Europe Ex EMU ESG S,CU9.PA,CU9,EUR,PAR,612.0,
AMUNDI MSCI Europe Value Factor,CV9.PA,CV9,EUR,PAR,612.0,0.23
Amundi MSCI World Swap UCITS ET,CW8.PA,CW8,EUR,PAR,7713.0,0.38
Amundi MSCI World Swap UCITS ET,CW8U.PA,CW8U,USD,PAR,258.0,0.38
Amundi Global Bioenergy UCITS E,CWE.PA,CWE,EUR,PAR,332.0,0.35
Amundi Global Bioenergy UCITS E,CWEU.PA,CWEU,USD,PAR,83.0,0.35
iShares China CNY Bond UCITS ET,CYEA.PA,CYEA,EUR,PAR,1883.0,0.35
Bitwise MSCI Digital Assets Sel,DA20.PA,DA20,EUR,PAR,,
VanEck Crypto and Blockchain In,DAPP.PA,DAPP,EUR,PAR,34455.0,0.65
Amundi DAX II UCITS ETF Acc,DAX.PA,DAX,EUR,PAR,7452.0,0.15
iMGP DBi Managed Futures Fund R,DBMF.PA,DBMF,USD,PAR,735.0,
iMGP DBi Managed Futures Fund R,DBMFE.PA,DBMFE,EUR,PAR,819.0,
AMUNDI PEA MONDE MSCI World UCI,DCAM.PA,DCAM,EUR,PAR,563067.0,
AMUNDI STOXX EUROPE DEFENSE UCI,DEFS.PA,DEFS,EUR,PAR,219445.0,0.35
iShares Global Aerospace & Defe,DFND.PA,DFND,EUR,PAR,112646.0,0.35
VanEck Defense UCITS ETF,DFNS.PA,DFNS,EUR,PAR,23592.0,0.55
iShares Digital Entertainment a,DGGE.PA,DGGE,EUR,PAR,3505.0,
WisdomTree US Quality Dividend ,DGRA.PA,DGRA,EUR,PAR,190.0,
iShares iBonds Dec 2027 Term $ ,DI27.PA,DI27,EUR,PAR,197.0,
iShares iBonds Dec 2035 Term $ ,DI35-EUR.PA,DI35-EUR,EUR,PAR,,
Franklin European Quality Divid,DIVA.PA,DIVA,EUR,PAR,251.0,
Amundi Dow Jones Industrial Ave,DJE.PA,DJE,EUR,PAR,465.0,0.5
VALOUR POLKADOT,DOTVE-XPAR.PA,DOTVE-XPAR,EUR,PAR,,
WisdomTree Physical Polkadot,DOTW.PA,DOTW,EUR,PAR,,
Amundi German Bund Daily (-2x) ,DSB.PA,DSB,EUR,PAR,353.0,0.2
Amundi ShortDAX Daily (-2x) Inv,DSD.PA,DSD,EUR,PAR,274818.0,0.6
Amundi MSCI USA Daily (-1x) Inv,DSP5.PA,DSP5,EUR,PAR,36814.0,0.6
BNP Paribas EASY CAC 40(R) ESG ,E40.PA,E40,EUR,PAR,7863.0,
SPDR Bloomberg Euro Aggregate B,EAGG.PA,EAGG,EUR,PAR,992.0,0.17
AMUNDI EUR CORPORATE BOND 1-5Y ,EBBB.PA,EBBB,EUR,PAR,4564.0,0.2
Amundi EUR Corporate Bond 1-5Y ,EBBU.PA,EBBU,USD,PAR,777.0,
Amundi MSCI Digital Economy UCI,EBUY.PA,EBUY,EUR,PAR,1954.0,0.45
BNP Paribas Easy Low Carbon 100,ECN.PA,ECN,EUR,PAR,762.0,
BNP Paribas Easy Low Carbon 100,ECND.PA,ECND,EUR,PAR,170.0,
Amundi Euro Corp 0-1Y ESG UCITS,ECR1.PA,ECR1,EUR,PAR,255.0,0.08
Amundi EUR Corporate Bond ESG -,ECRP.PA,ECRP,EUR,PAR,17971.0,0.14
Amundi EUR Corporate Bond 0-3Y ,ECRP3.PA,ECRP3,EUR,PAR,7518.0,0.12
BNP Paribas Easy Dividend Europ,EDEU.PA,EDEU,EUR,PAR,197.0,
Amundi S&P Eurozone Dividend Ar,EDIV.PA,EDIV,EUR,PAR,2253.0,0.3
BNP Paribas Easy FTSE EPRA/NARE,EEA.PA,EEA,EUR,PAR,6880.0,
BNP Paribas Easy FTSE EPRA/NARE,EEE.PA,EEE,EUR,PAR,10049.0,
WisdomTree Europe Equity Income,EEI.PA,EEI,EUR,PAR,634.0,
BNP PARIBAS EASY MSCI Emerging ,EEMK.PA,EEMK,EUR,PAR,45333.0,
BNP PARIBAS EASY MSCI EMU Min T,EEMU.PA,EEMU,EUR,PAR,70263.0,
Amundi MSCI EMU SRI Climate Par,EESG.PA,EESG,EUR,PAR,419.0,0.18
BNP Paribas Easy MSCI Europe Sm,EESM.PA,EESM,EUR,PAR,948.0,
BNP PARIBAS EASY MSCI Europe Mi,EEUE.PA,EEUE,EUR,PAR,47223.0,
Amundi Core Euro Government Bon,EGOV.PA,EGOV,EUR,PAR,4230.0,0.09
WisdomTree Eurozone Quality Div,EGRA.PA,EGRA,EUR,PAR,122.0,
Amundi Euro Aggregate Bond ESG ,EGRI.PA,EGRI,EUR,PAR,6329.0,0.16
BNP PARIBAS EASY Growth Europe ,EGRO.PA,EGRO,EUR,PAR,95.0,
BNP Paribas Easy MSCI Emerging ,EISR.PA,EISR,EUR,PAR,103.0,
BNP PARIBAS EASY MSCI Japan Min,EJAH.PA,EJAH,EUR,PAR,6786.0,
BNP Paribas Easy MSCI Japan Min,EJAP.PA,EJAP,EUR,PAR,49648.0,
BNP Paribas Easy MSCI Japan Min,EJAPU.PA,EJAPU,USD,PAR,0.0,
BNP Paribas Easy MSCI USA SRI P,EKLD.PA,EKLD,USD,PAR,2770.0,
BNP Paribas Easy MSCI USA SRI P,EKLDC.PA,EKLDC,EUR,PAR,4017.0,
BNP Paribas Easy MSCI USA SRI P,EKUS.PA,EKUS,EUR,PAR,681.0,
Amundi MSCI Smart Mobility UCIT,ELCR.PA,ELCR,EUR,PAR,3708.0,0.45
Amundi Global Gender Equality,ELLE.PA,ELLE,EUR,PAR,4156.0,0.2
Bitwise Physical Litecoin ETP,ELTC-EUR.PA,ELTC-EUR,EUR,PAR,,
BNP Paribas Easy JPM ESG EMBI G,EMBH.PA,EMBH,EUR,PAR,3404.0,
BNP Paribas Easy JPM ESG EMBI G,EMBI.PA,EMBI,USD,PAR,3886.0,
BNP PARIBAS EASY ENERGY & METAL,EMEH.PA,EMEH,EUR,PAR,6981.0,
Franklin FTSE Emerging Markets ,EMERG.PA,EMERG,EUR,PAR,80.0,0.16
iShares J.P. Morgan EM Local Go,EMGA.PA,EMGA,EUR,PAR,7038.0,
Invesco FTSE Emerging Markets H,EMHD.PA,EMHD,EUR,PAR,345.0,
BNP Paribas Easy MSCI Emerging ,EMIS.PA,EMIS,EUR,PAR,6602.0,
VanEck J.P. Morgan EM Local Cur,EMLC.PA,EMLC,EUR,PAR,374.0,0.3
SPDR Bloomberg Emerging Markets,EMLD.PA,EMLD,EUR,PAR,395.0,0.55
EMQQ Emerging Markets Internet ,EMQQ.PA,EMQQ,EUR,PAR,1393.0,0.86
SPDR MSCI Emerging Markets UCIT,EMRG.PA,EMRG,EUR,PAR,2629.0,0.42
BNP Paribas Easy MSCI Emerging ,EMSR.PA,EMSR,USD,PAR,253.0,
Amundi MSCI Emerging Markets SR,EMSRI.PA,EMSRI,EUR,PAR,6075.0,0.25
BNP Paribas Easy MSCI World SRI,EMWD.PA,EMWD,EUR,PAR,2341.0,
BNP Paribas Easy MSCI World SRI,EMWE.PA,EMWE,EUR,PAR,6955.0,
Amundi MSCI Emerging Ex China U,EMXC.PA,EMXC,EUR,PAR,468.0,0.15
Amundi MSCI Emerging Ex China E,EMXU.PA,EMXU,EUR,PAR,870.0,
BNP PARIBAS EASY MSCI USA Min T,ENAM.PA,ENAM,EUR,PAR,32697.0,
BNP Paribas EASY ECPI Global ES,ENG.PA,ENG,EUR,PAR,139.0,
BNP Paribas EASY ECPI Global ES,ENGUS.PA,ENGUS,USD,PAR,89.0,
Amundi STOXX Europe 600 Energy ,ENRG.PA,ENRG,EUR,PAR,4148.0,0.3
Amundi S&P Eurozone Climate Par,EPAB.PA,EPAB,EUR,PAR,9052.0,0.2
iShares  Short Term Swap PEA ET,EPEA.PA,EPEA,EUR,PAR,3068.0,
BNP PARIBAS EASY MSCI Pacific e,EPEJ.PA,EPEJ,EUR,PAR,13191.0,
Amundi FTSE EPRA NAREIT Global ,EPRA.PA,EPRA,EUR,PAR,3624.0,0.24
AMUNDI FTSE EPRA EUROPE REAL ES,EPRE.PA,EPRE,EUR,PAR,242.0,0.3
Invesco EQQQ Nasdaq-100 UCITS E,EQQQ.PA,EQQQ,EUR,PAR,1794.0,0.3
BNP PARIBAS EASY Quality Europe,EQUA.PA,EQUA,EUR,PAR,87.0,
SPDR MSCI Europe UCITS ETF,ERO.PA,ERO,EUR,PAR,303.0,0.25
Amundi Euro Government Green Bo,ERTH.PA,ERTH,EUR,PAR,21494.0,0.2
BNP Paribas Easy S&P 500 UCITS ,ESD.PA,ESD,USD,PAR,31396.0,
BNP Paribas Easy S&P 500 UCITS ,ESDD.PA,ESDD,USD,PAR,14489.0,
BNP Paribas Easy S&P 500 UCITS ,ESE.PA,ESE,EUR,PAR,137396.0,
BNP Paribas Easy S&P 500 UCITS ,ESEH.PA,ESEH,EUR,PAR,48725.0,
Amundi MSCI Europe ESG Selectio,ESGE.PA,ESGE,EUR,PAR,14062.0,0.2
Amundi MSCI Europe ESG Selectio,ESGH.PA,ESGH,EUR,PAR,1470.0,0.25
Gold Miners Screened UCITS ETF,ESGO.PA,ESGO,EUR,PAR,1277.0,
VanEck Video Gaming and eSports,ESPO.PA,ESPO,EUR,PAR,521.0,0.55
BNP Paribas Easy EURO STOXX 50 ,ETBB.PA,ETBB,EUR,PAR,14398.0,
BNP Paribas Easy EURO STOXX 50 ,ETDD.PA,ETDD,EUR,PAR,40722.0,
VALOUR ETHEREUM ZERO,ETH0E.PA,ETH0E,EUR,PAR,,
21Shares Ethereum Core Staking ,ETHC-EUR.PA,ETHC-EUR,EUR,PAR,,
BNP Paribas Easy Stoxx Europe 6,ETZ.PA,ETZ,EUR,PAR,102795.0,
BNP Paribas Easy Stoxx Europe 6,ETZD.PA,ETZD,EUR,PAR,14807.0,
SPDR Bloomberg Euro Corporate B,EUCO.PA,EUCO,EUR,PAR,473.0,0.2
Amundi S&P Eurozone Dividend Ar,EUDIV.PA,EUDIV,EUR,PAR,600.0,0.3
SPDR S&P Euro Dividend Aristocr,EUDV.PA,EUDV,EUR,PAR,12879.0,0.3
Invesco EURO STOXX High Dividen,EUHD.PA,EUHD,EUR,PAR,1832.0,
Amundi MSCI EUROPE SCREENED UCI,EUSC.PA,EUSC,EUR,PAR,6914.0,
Amundi MSCI Europe SRI Climate ,EUSRI.PA,EUSRI,EUR,PAR,10812.0,0.18
BNP PARIBAS EASY Value Europe [,EVAE.PA,EVAE,EUR,PAR,48.0,
BNP PARIBAS EASY Low Vol Europe,EVOE.PA,EVOE,EUR,PAR,243.0,
Amundi MSCI World Swap UCITS ET,EWLD.PA,EWLD,EUR,PAR,16856.0,0.38
BNP Paribas Easy MSCI World SRI,EWRD.PA,EWRD,USD,PAR,1984.0,
iShares S&P 500 Equal Weight UC,EWSP-EUR.PA,EWSP-EUR,EUR,PAR,,
Franklin FTSE Emerging ex China,EXCN.PA,EXCN,EUR,PAR,56.0,0.16
Franklin MSCI World Catholic Pr,FAITH.PA,FAITH,EUR,PAR,54.0,0.27
FIRST TRUST GLOBAL ALPHADEX UCI,FGBL.PA,FGBL,EUR,PAR,207.0,
Amundi MSCI World Financials UC,FINSW.PA,FINSW,EUR,PAR,61.0,0.3
Franklin FTSE Asia ex China ex ,FLQA.PA,FLQA,EUR,PAR,873.0,0.14
Franklin FTSE Taiwan UCITS ETF,FLXT.PA,FLXT,EUR,PAR,291.0,0.19
Amundi Fixed Maturity 2026 Euro,FM26.PA,FM26,EUR,PAR,1087.0,0.09
Amundi Fixed Maturity 2027 Euro,FM27.PA,FM27,EUR,PAR,2818.0,0.09
Amundi Fixed Maturity 2028 Euro,FM28.PA,FM28,EUR,PAR,5175.0,0.09
Amundi Fixed Maturity 2029 Euro,FM29.PA,FM29,EUR,PAR,2682.0,0.09
Amundi Fixed Maturity 2030 Euro,FM30.PA,FM30,EUR,PAR,7572.0,
Amundi Italy MIB ESG UCITS ETF ,FMI.PA,FMI,EUR,PAR,1093.0,0.18
Franklin Future of Food UCITS E,FOFD.PA,FOFD,EUR,PAR,22.0,0.3
Franklin Future of Health and W,FOHW.PA,FOHW,EUR,PAR,88.0,0.3
Amundi STOXX Europe 600 Consume,FOO.PA,FOO,EUR,PAR,350.0,0.3
FIRST TRUST US IPO INDEX UCITS ,FPXU.PA,FPXU,USD,PAR,613.0,
Franklin MSCI China Paris Align,FRCP.PA,FRCP,EUR,PAR,0.0,0.22
Franklin MSCI Emerging Markets ,FREP.PA,FREP,EUR,PAR,82.0,0.18
Amundi MSCI UK IMI SRI Climate ,FTSE.PA,FTSE,GBP,PAR,137.0,0.18
BNP PARIBAS EASY MSCI Japan UCI,FUJI.PA,FUJI,EUR,PAR,7.0,
21Shares Future of Crypto Index,FUTR-EUR.PA,FUTR-EUR,EUR,PAR,,
Amundi Core Global Aggregate Bo,GAGG.PA,GAGG,EUR,PAR,759.0,0.1
Amundi Core Global Aggregate Bo,GAGH.PA,GAGH,EUR,PAR,322.0,0.1
Amundi Core Global Aggregate Bo,GAHU.PA,GAHU,USD,PAR,318.0,0.1
Amundi Global Aggregate Bond ES,GASR.PA,GASR,EUR,PAR,12.0,0.14
VanEck S&P Global Mining UCITS ,GDIG.PA,GDIG,EUR,PAR,1502.0,0.5
VanEck Gold Miners UCITS ETF,GDX.PA,GDX,EUR,PAR,5644.0,0.53
VanEck Junior Gold Miners UCITS,GDXJ.PA,GDXJ,EUR,PAR,2933.0,0.55
BNP PARIBAS EASY JPM ESG EMU Go,GE110.PA,GE110,EUR,PAR,305.0,
BNP PARIBAS EASY JPM ESG EMU Go,GE710.PA,GE710,EUR,PAR,0.0,
BNP Paribas Easy JPM ESG EMU Go,GEMU.PA,GEMU,EUR,PAR,7806.0,
BNP PARIBAS EASY JPM ESG EMU Go,GEU3C.PA,GEU3C,EUR,PAR,343.0,
BNP PARIBAS EASY JPM ESG EMU Go,GEU3D.PA,GEU3D,EUR,PAR,82.0,
BNPP EASY JPM ESG EMU Governmen,GEU7C.PA,GEU7C,EUR,PAR,0.0,
VanEck Global Fallen Angels Hig,GFA.PA,GFA,EUR,PAR,82.0,0.4
Amundi Core Global Government B,GGOV.PA,GGOV,EUR,PAR,1089.0,0.2
WisdomTree Global Quality Divid,GGRA.PA,GGRA,EUR,PAR,241.0,
WisdomTree Global Quality Divid,GGRI.PA,GGRI,EUR,PAR,0.0,
Amundi UK Government Inflation-,GILI.PA,GILI,EUR,PAR,920.0,0.07
Amundi Core UK Government Bond ,GILS.PA,GILS,EUR,PAR,150.0,0.05
Amundi NYSE Arca Gold,GLDM.PA,GLDM,EUR,PAR,19235.0,0.65
Amundi S&P Global Financials ES,GLFI.PA,GLFI,EUR,PAR,433.0,0.18
Amundi S&P Global Health Care E,GLHL.PA,GLHL,EUR,PAR,1344.0,0.18
Amundi S&P Global Information T,GLIT.PA,GLIT,EUR,PAR,708.0,0.18
Amundi Global Luxury UCITS ETF ,GLUX.PA,GLUX,EUR,PAR,936.0,0.25
Amundi MSCI Robotics & AI UCITS,GOAI.PA,GOAI,EUR,PAR,4706.0,0.4
VanEck Morningstar Global Wide ,GOAT.PA,GOAT,EUR,PAR,871.0,0.52
BNPP EASY JPM ESG EMU Gov 10Y+ ,GOD10.PA,GOD10,EUR,PAR,1362.0,
BNPP EASY JPM ESG EMU Gov 10Y+ ,GOV10.PA,GOV10,EUR,PAR,194.0,
Amundi Core Global Government B,GOVH.PA,GOVH,EUR,PAR,946.0,0.22
SPDR Bloomberg 1-3 Year Euro Go,GOVS.PA,GOVS,EUR,PAR,491.0,0.15
Making Europe Great Again UCITS,GR8.PA,GR8,EUR,PAR,1465.0,
BNP Paribas Easy FTSE EPRA Nare,GRCTB.PA,GRCTB,EUR,PAR,4.0,
Amundi MSCI Greece UCITS ETF Di,GRE.PA,GRE,EUR,PAR,228283.0,0.45
BNP PARIBAS EASY FTSE EPRA Nare,GREAD.PA,GREAD,EUR,PAR,608.0,
BNP PARIBAS EASY FTSE EPRA NARE,GREAL.PA,GREAL,EUR,PAR,7097.0,
BNP Paribas Easy S&P GSCI Energ,GSCU.PA,GSCU,USD,PAR,2325.0,
BNP Paribas Easy JPM ESG Green ,GSSBD.PA,GSSBD,EUR,PAR,186.0,
BNP PARIBAS EASY Bloomberg Euro,GUARD.PA,GUARD,EUR,PAR,74733.0,
Amundi MSCI Europe Growth UCITS,GWT.PA,GWT,EUR,PAR,186.0,0.35
Hashdex Crypto Momentum Factor ,HAMO-EUR.PA,HAMO-EUR,EUR,PAR,,
Hashdex Nasdaq Crypto Index Eur,HASH.PA,HASH,EUR,PAR,104.0,
HSBC MSCI CANADA ETF,HCAN.PA,HCAN,EUR,PAR,1354.0,0.35
HSBC MSCI China A UCITS ETF USD,HCAS.PA,HCAS,EUR,PAR,8301.0,
Invesco S&P 500 High Dividend L,HDLV.PA,HDLV,EUR,PAR,13046.0,
HSBC MSCI Emerging Markets UCIT,HEMA.PA,HEMA,EUR,PAR,4393.0,
HSBC MSCI EUROPE ETF,HEU.PA,HEU,EUR,PAR,5061.0,0.2
HSBC SP 500 ETF,HHH.PA,HHH,EUR,PAR,8087.0,0.09
HSBC MSCI EMERGING MARKETS ISLA,HIES.PA,HIES,EUR,PAR,4416.0,
HSBC MSCI JAPAN ISLAMIC SCREENE,HIJS.PA,HIJS,EUR,PAR,1016.0,
