Nom_Entreprise,Ticker,Ticker_Yahoo_Finance,Ponderation,Secteur_Activite,Nom_Indice,Ticker_Indice_Yahoo,Pays,Place_Boursiere,Nombres_Entreprises,Capitalisation_Boursiere
TOYOTA MOTOR CORP,7203,7203.T,5.33,Consumer Cyclical,Nikkei 225,^N225,Japan,JPX,225,29579865489408
SONY GROUP CORPORATION,6758,6758.T,3.27,Technology,Nikkei 225,^N225,Japan,JPX,225,18123539349504
MITSUBISHI UFJ FINANCIAL GROUP ,8306,8306.T,3.1,Financial Services,Nikkei 225,^N225,Japan,JPX,225,17207969972224
FAST RETAILING CO LTD,9983,9983.T,2.3,Consumer Cyclical,Nikkei 225,^N225,Japan,JPX,225,12777387196416
HITACHI,6501,6501.T,2.22,Industrials,Nikkei 225,^N225,Japan,JPX,225,12330519756800
KEYENCE CORP,6861,6861.T,2.21,Technology,Nikkei 225,^N225,Japan,JPX,225,12269339541504
NIPPON TEL & TEL CORP,9432,9432.T,2.07,Communication Services,Nikkei 225,^N225,Japan,JPX,225,11492348919808
SUMITOMO MITSUI FINANCIAL GROUP,8316,8316.T,2.0,Financial Services,Nikkei 225,^N225,Japan,JPX,225,11118911160320
NINTENDO CO LTD,7974,7974.T,1.93,Communication Services,Nikkei 225,^N225,Japan,JPX,225,10704114417664
CHUGAI PHARMACEUTICAL CO,4519,4519.T,1.9,Healthcare,Nikkei 225,^N225,Japan,JPX,225,10518228107264
RECRUIT HOLDINGS CO LTD,6098,6098.T,1.77,Communication Services,Nikkei 225,^N225,Japan,JPX,225,9833001517056
MITSUBISHI CORP,8058,8058.T,1.67,Industrials,Nikkei 225,^N225,Japan,JPX,225,9280800423936
SOFTBANK CORP.,9434,9434.T,1.69,Communication Services,Nikkei 225,^N225,Japan,JPX,225,9389705527296
TOKIO MARINE HOLDINGS INC,8766,8766.T,1.57,Financial Services,Nikkei 225,^N225,Japan,JPX,225,8684808175616
SOFTBANK GROUP CORP,9984,9984.T,1.52,Communication Services,Nikkei 225,^N225,Japan,JPX,225,8403800293376
KDDI CORPORATION,9433,9433.T,1.66,Communication Services,Nikkei 225,^N225,Japan,JPX,225,9208979259392
ITOCHU CORP,8001,8001.T,1.54,Industrials,Nikkei 225,^N225,Japan,JPX,225,8562033557504
TOKYO ELECTRON,8035,8035.T,1.41,Technology,Nikkei 225,^N225,Japan,JPX,225,7814776356864
MIZUHO FINANCIAL GROUP,8411,8411.T,1.32,Financial Services,Nikkei 225,^N225,Japan,JPX,225,7340141051904
MITSUBISHI HEAVY INDUSTRIES,7011,7011.T,1.25,Industrials,Nikkei 225,^N225,Japan,JPX,225,6935102357504
SHIN-ETSU CHEMICAL CO,4063,4063.T,1.25,Basic Materials,Nikkei 225,^N225,Japan,JPX,225,6955720507392
MITSUI & CO,8031,8031.T,1.28,Industrials,Nikkei 225,^N225,Japan,JPX,225,7097964560384
JAPAN TOBACCO INC,2914,2914.T,1.23,Consumer Defensive,Nikkei 225,^N225,Japan,JPX,225,6834246123520
TAKEDA PHARMACEUTICAL CO LTD,4502,4502.T,1.19,Healthcare,Nikkei 225,^N225,Japan,JPX,225,6611410616320
DAIICHI SANKYO COMPANY LIMITED,4568,4568.T,1.14,Healthcare,Nikkei 225,^N225,Japan,JPX,225,6308549885952
HONDA MOTOR CO,7267,7267.T,0.98,Consumer Cyclical,Nikkei 225,^N225,Japan,JPX,225,5454444888064
HOYA CORP,7741,7741.T,0.91,Healthcare,Nikkei 225,^N225,Japan,JPX,225,5027296968704
