Date,Close,Rendement du mois,Rendement LP,Rendement DCA x mois,Durée,Mois DCA
,^GSPC,,,,,
2017-04-01,2384.2,0.0091,11432.2153,11472.1065,10 ans,6 mois
2017-05-01,2411.8,0.0116,11564.5575,11604.9105,10 ans,6 mois
2017-06-01,2423.4099,0.0048,11620.2267,11660.7739,10 ans,6 mois
2017-07-01,2470.3,0.0193,11845.0645,11886.3962,10 ans,6 mois
2017-08-01,2471.6499,0.0005,11851.537,11892.8913,10 ans,6 mois
2017-09-01,2519.3601,0.0193,12080.307,12122.4595,10 ans,6 mois
2017-10-01,2575.26,0.0222,12348.3464,12391.4343,10 ans,6 mois
2017-11-01,2647.5801,0.0281,12695.1205,12739.4183,10 ans,6 mois
2017-12-01,2673.6101,0.0098,12819.9342,12864.6676,10 ans,6 mois
2018-01-01,2823.8101,0.0562,13540.1415,13587.3879,10 ans,6 mois
2018-02-01,2713.8301,-0.0389,13012.7886,13058.1949,10 ans,6 mois
2018-03-01,2640.8701,-0.0269,12662.9463,12707.1319,10 ans,6 mois
2018-04-01,2648.05,0.0027,12697.374,12741.6797,10 ans,6 mois
2018-05-01,2705.27,0.0216,12971.7432,13017.0063,10 ans,6 mois
2018-06-01,2718.3701,0.0048,13034.558,13080.0403,10 ans,6 mois
2018-07-01,2816.29,0.036,13504.0831,13551.2037,10 ans,6 mois
2018-08-01,2901.52,0.0303,13912.76,13961.3066,10 ans,6 mois
2018-09-01,2913.98,0.0043,13972.5054,14021.2605,10 ans,6 mois
2018-10-01,2711.74,-0.0694,13002.7666,13048.138,10 ans,6 mois
2018-11-01,2760.1699,0.0179,13234.9876,13281.1693,10 ans,6 mois
2018-12-01,2506.8501,-0.0918,12020.3216,12062.2648,10 ans,6 mois
2019-01-01,2704.1001,0.0787,12966.1334,13011.3769,10 ans,6 mois
2019-02-01,2784.49,0.0297,13351.6021,13398.1907,10 ans,6 mois
2019-03-01,2834.3999,0.0179,13590.9197,13638.3433,10 ans,6 mois
2019-04-01,2945.8301,0.0393,14125.2263,14174.5143,10 ans,6 mois
2019-05-01,2752.0601,-0.0658,13196.1009,13242.1469,10 ans,6 mois
2019-06-01,2941.76,0.0689,14105.7103,14154.9303,10 ans,6 mois
2019-07-01,2980.3799,0.0131,14290.8922,14340.7584,10 ans,6 mois
2019-08-01,2926.46,-0.0181,14032.3468,14081.3107,10 ans,6 mois
2019-09-01,2976.74,0.0172,14273.439,14323.2442,10 ans,6 mois
2019-10-01,3037.5601,0.0204,14565.0706,14615.8934,10 ans,6 mois
2019-11-01,3140.98,0.034,15060.9681,15113.5213,10 ans,6 mois
2019-12-01,3230.78,0.0286,15491.5585,15545.6142,10 ans,6 mois
2020-01-01,3225.52,-0.0016,15466.3368,15520.3045,10 ans,6 mois
2020-02-01,2954.22,-0.0841,14165.4557,14214.8841,10 ans,6 mois
2020-03-01,2584.5901,-0.1251,12393.0841,12436.328,10 ans,6 mois
2020-04-01,2912.4299,0.1268,13965.0729,14013.8021,10 ans,6 mois
2020-05-01,3044.3101,0.0453,14597.4368,14648.3726,10 ans,6 mois
2020-06-01,3100.29,0.0184,14865.8603,14917.7327,10 ans,6 mois
2020-07-01,3271.1201,0.0551,15684.9888,15739.7194,10 ans,6 mois
2020-08-01,3500.3101,0.0701,16783.9523,16842.5176,10 ans,6 mois
2020-09-01,3363.0,-0.0392,16125.5519,16181.8199,10 ans,6 mois
2020-10-01,3269.96,-0.0277,15679.4259,15734.1371,10 ans,6 mois
2020-11-01,3621.6299,0.1075,17365.6797,17426.2749,10 ans,6 mois
2020-12-01,3756.0701,0.0371,18010.3191,18073.1636,10 ans,6 mois
2021-01-01,3714.24,-0.0111,17809.7442,17871.8889,10 ans,6 mois
2021-02-01,3811.1499,0.0261,18274.4263,18338.1924,10 ans,6 mois
2021-03-01,3972.8899,0.0424,19049.968,19116.4402,10 ans,6 mois
2021-04-01,4181.1699,0.0524,20048.6687,20118.6258,10 ans,6 mois
2021-05-01,4204.1099,0.0055,20158.6655,20229.0064,10 ans,6 mois
2021-06-01,4297.5,0.0222,20606.4703,20678.3737,10 ans,6 mois
2021-07-01,4395.2598,0.0227,21075.2274,21148.7665,10 ans,6 mois
2021-08-01,4522.6802,0.029,21686.207,21761.878,10 ans,6 mois
2021-09-01,4307.54,-0.0476,20654.6122,20726.6836,10 ans,6 mois
2021-10-01,4605.3799,0.0691,22082.7513,22159.806,10 ans,6 mois
2021-11-01,4567.0,-0.0083,21898.7201,21975.1327,10 ans,6 mois
2021-12-01,4766.1802,0.0436,22853.7871,22933.5323,10 ans,6 mois
2022-01-01,4515.5498,-0.0526,21652.0169,21727.5687,10 ans,6 mois
2022-02-01,4373.9399,-0.0314,20972.999,21046.1814,10 ans,6 mois
2022-03-01,4530.4102,0.0358,21723.2722,21799.0726,10 ans,6 mois
2022-04-01,4131.9302,-0.088,19812.5646,19881.6978,10 ans,6 mois
2022-05-01,4132.1499,0.0001,19813.6182,19882.7551,10 ans,6 mois
2022-06-01,3785.3799,-0.0839,18150.8593,18214.1943,10 ans,6 mois
2022-07-01,4130.29,0.0911,19804.7001,19873.8059,10 ans,6 mois
2022-08-01,3955.0,-0.0424,18964.1861,19030.3591,10 ans,6 mois
2022-09-01,3585.6201,-0.0934,17193.0132,17253.0059,10 ans,6 mois
2022-10-01,3871.98,0.0799,18566.106,18630.8898,10 ans,6 mois
2022-11-01,4080.1101,0.0538,19564.0879,19632.3541,10 ans,6 mois
2022-12-01,3839.5,-0.059,18410.3648,18474.6052,10 ans,6 mois
2023-01-01,4076.6001,0.0618,19547.2574,19615.4649,10 ans,6 mois
2023-02-01,3970.1499,-0.0261,19036.8298,19103.2562,10 ans,6 mois
2023-03-01,4109.3101,0.0351,19704.1013,19772.8561,10 ans,6 mois
2023-04-01,4169.48,0.0146,19992.6155,20062.377,10 ans,6 mois
2023-05-01,4179.8301,0.0025,20042.2441,20112.1788,10 ans,6 mois
2023-06-01,4450.3799,0.0647,21339.5278,21413.9892,10 ans,6 mois
2023-07-01,4588.96,0.0311,22004.0179,22080.7979,10 ans,6 mois
2023-08-01,4507.6602,-0.0177,21614.1861,21689.6059,10 ans,6 mois
2023-09-01,4288.0498,-0.0487,20561.1567,20632.902,10 ans,6 mois
2023-10-01,4193.7998,-0.022,20109.2288,20179.3972,10 ans,6 mois
2023-11-01,4567.7998,0.0892,21902.5552,21978.9811,10 ans,6 mois
2023-12-01,4769.8301,0.0442,22871.2883,22951.0946,10 ans,6 mois
2024-01-01,4845.6499,0.0159,23234.8437,23315.9185,10 ans,6 mois
2024-02-01,5096.27,0.0517,24436.5647,24521.8327,10 ans,6 mois
2024-03-01,5254.3501,0.031,25194.5571,25282.47,10 ans,6 mois
2024-04-01,5035.6899,-0.0416,24146.0838,24230.3382,10 ans,6 mois
2024-05-01,5277.5098,0.048,25305.6075,25393.9079,10 ans,6 mois
2024-06-01,5460.48,0.0347,26182.9478,26274.3097,10 ans,6 mois
2024-07-01,5522.2998,0.0113,26479.3733,26571.7694,10 ans,6 mois
2024-08-01,5648.3999,0.0228,27084.022,27178.528,10 ans,6 mois
2024-09-01,5762.48,0.0202,27631.0349,27727.4496,10 ans,6 mois
2024-10-01,5705.4502,-0.0099,27357.5776,27453.0381,10 ans,6 mois
2024-11-01,6032.3799,0.0573,28925.2023,29026.1328,10 ans,6 mois
2024-12-01,5881.6299,-0.025,28202.3575,28300.7657,10 ans,6 mois
2025-01-01,6040.5298,0.027,28964.281,29065.3478,10 ans,6 mois
2025-02-01,5954.5,-0.0142,28551.769,28651.3965,10 ans,6 mois
2025-03-01,5611.8501,-0.0575,26908.7661,27002.6605,10 ans,6 mois
2025-04-01,5363.3599,-0.0443,25717.2578,25806.9947,10 ans,6 mois
2020-05-01,3044.3101,0.0453,10452.8182,1742.1364,5 ans,6 mois
2020-06-01,3100.29,0.0184,10645.0288,3439.4504,5 ans,6 mois
2020-07-01,3271.1201,0.0551,11231.5839,5197.9526,5 ans,6 mois
2020-08-01,3500.3101,0.0701,12018.5211,6981.3937,5 ans,6 mois
2020-09-01,3363.0,-0.0392,11547.0589,8582.6804,5 ans,6 mois
2020-10-01,3269.96,-0.0277,11227.6004,10203.2374,5 ans,6 mois
2020-11-01,3621.6299,0.1075,12435.0799,11300.5511,5 ans,6 mois
2020-12-01,3756.0701,0.0371,12896.6882,11720.044,5 ans,6 mois
2021-01-01,3714.24,-0.0111,12753.0621,11589.5219,5 ans,6 mois
2021-02-01,3811.1499,0.0261,13085.808,11891.9093,5 ans,6 mois
2021-03-01,3972.8899,0.0424,13641.1518,12396.5857,5 ans,6 mois
2021-04-01,4181.1699,0.0524,14356.2936,13046.4807,5 ans,6 mois
2021-05-01,4204.1099,0.0055,14435.0593,13118.06,5 ans,6 mois
2021-06-01,4297.5,0.0222,14755.7198,13409.4647,5 ans,6 mois
2021-07-01,4395.2598,0.0227,15091.3837,13714.504,5 ans,6 mois
2021-08-01,4522.6802,0.029,15528.8892,14112.0932,5 ans,6 mois
2021-09-01,4307.54,-0.0476,14790.1929,13440.7926,5 ans,6 mois
2021-10-01,4605.3799,0.0691,15812.8435,14370.1406,5 ans,6 mois
2021-11-01,4567.0,-0.0083,15681.0639,14250.384,5 ans,6 mois
2021-12-01,4766.1802,0.0436,16364.9608,14871.8848,5 ans,6 mois
2022-01-01,4515.5498,-0.0526,15504.4067,14089.8443,5 ans,6 mois
2022-02-01,4373.9399,-0.0314,15018.1808,13647.9798,5 ans,6 mois
2022-03-01,4530.4102,0.0358,15555.4306,14136.213,5 ans,6 mois
2022-04-01,4131.9302,-0.088,14187.226,12892.8382,5 ans,6 mois
2022-05-01,4132.1499,0.0001,14187.9805,12893.5238,5 ans,6 mois
2022-06-01,3785.3799,-0.0839,12997.3252,11811.4993,5 ans,6 mois
2022-07-01,4130.29,0.0911,14181.5945,12887.7204,5 ans,6 mois
2022-08-01,3955.0,-0.0424,13579.7258,12340.7639,5 ans,6 mois
2022-09-01,3585.6201,-0.0934,12311.4382,11188.19,5 ans,6 mois
2022-10-01,3871.98,0.0799,13294.6717,12081.717,5 ans,6 mois
2022-11-01,4080.1101,0.0538,14009.2988,12731.1443,5 ans,6 mois
2022-12-01,3839.5,-0.059,13183.1498,11980.3699,5 ans,6 mois
2023-01-01,4076.6001,0.0618,13997.2469,12720.192,5 ans,6 mois
2023-02-01,3970.1499,-0.0261,13631.7439,12388.0361,5 ans,6 mois
2023-03-01,4109.3101,0.0351,14109.5585,12822.2567,5 ans,6 mois
2023-04-01,4169.48,0.0146,14316.1555,13010.0046,5 ans,6 mois
2023-05-01,4179.8301,0.0025,14351.6932,13042.3,5 ans,6 mois
2023-06-01,4450.3799,0.0647,15280.6419,13886.495,5 ans,6 mois
2023-07-01,4588.96,0.0311,15756.4648,14318.9056,5 ans,6 mois
2023-08-01,4507.6602,-0.0177,15477.3171,14065.2263,5 ans,6 mois
2023-09-01,4288.0498,-0.0487,14723.272,13379.9773,5 ans,6 mois
2023-10-01,4193.7998,-0.022,14399.6591,13085.8896,5 ans,6 mois
2023-11-01,4567.7998,0.0892,15683.8101,14252.8797,5 ans,6 mois
2023-12-01,4769.8301,0.0442,16377.493,14883.2736,5 ans,6 mois
2024-01-01,4845.6499,0.0159,16637.8248,15119.8537,5 ans,6 mois
2024-02-01,5096.27,0.0517,17498.3438,15901.8623,5 ans,6 mois
2024-03-01,5254.3501,0.031,18041.1211,16395.1186,5 ans,6 mois
2024-04-01,5035.6899,-0.0416,17290.3385,15712.8346,5 ans,6 mois
2024-05-01,5277.5098,0.048,18120.6411,16467.3836,5 ans,6 mois
2024-06-01,5460.48,0.0347,18748.8802,17038.3045,5 ans,6 mois
2024-07-01,5522.2998,0.0113,18961.1422,17231.2006,5 ans,6 mois
2024-08-01,5648.3999,0.0228,19394.1143,17624.67,5 ans,6 mois
2024-09-01,5762.48,0.0202,19785.815,17980.6334,5 ans,6 mois
2024-10-01,5705.4502,-0.0099,19589.9999,17802.6837,5 ans,6 mois
2024-11-01,6032.3799,0.0573,20712.5322,18822.8005,5 ans,6 mois
2024-12-01,5881.6299,-0.025,20194.9232,18352.4162,5 ans,6 mois
2025-01-01,6040.5298,0.027,20740.5154,18848.2306,5 ans,6 mois
2025-02-01,5954.5,-0.0142,20445.1271,18579.7924,5 ans,6 mois
2025-03-01,5611.8501,-0.0575,19268.6184,17510.6238,5 ans,6 mois
2025-04-01,5363.3599,-0.0443,18415.4125,16735.2612,5 ans,6 mois
2000-05-01,1420.6,-0.0219,9780.8495,815.0708,25 ans,12 mois
2000-06-01,1454.6,0.0239,10014.9399,1668.3487,25 ans,12 mois
2000-07-01,1430.83,-0.0163,9851.283,2488.0644,25 ans,12 mois
2000-08-01,1517.6801,0.0607,10449.2471,3371.9803,25 ans,12 mois
2000-09-01,1436.51,-0.0535,9890.3903,4160.7445,25 ans,12 mois
2000-10-01,1429.4,-0.0049,9841.4379,4989.9532,25 ans,12 mois
2000-11-01,1314.95,-0.0801,9053.4477,5756.5627,25 ans,12 mois
2000-12-01,1320.28,0.0041,9090.1453,6593.2739,25 ans,12 mois
2001-01-01,1366.01,0.0346,9404.9969,7455.4711,25 ans,12 mois
2001-02-01,1239.9399,-0.0923,8537.0028,8211.8955,25 ans,12 mois
2001-03-01,1160.33,-0.0642,7988.887,8991.7249,25 ans,12 mois
2001-04-01,1249.46,0.0768,8602.5482,9889.0702,25 ans,12 mois
2001-05-01,1255.8199,0.0051,8646.3368,9939.4074,25 ans,12 mois
2001-06-01,1224.38,-0.025,8429.8724,9690.5704,25 ans,12 mois
2001-07-01,1211.23,-0.0107,8339.3343,9586.4923,25 ans,12 mois
2001-08-01,1133.58,-0.0641,7804.7129,8971.9175,25 ans,12 mois
2001-09-01,1040.9399,-0.0817,7166.8852,8238.7019,25 ans,12 mois
2001-10-01,1059.78,0.0181,7296.5994,8387.8151,25 ans,12 mois
2001-11-01,1139.45,0.0752,7845.1279,9018.3766,25 ans,12 mois
2001-12-01,1148.08,0.0076,7904.5456,9086.6803,25 ans,12 mois
2002-01-01,1130.2,-0.0156,7781.4415,8945.1659,25 ans,12 mois
2002-02-01,1106.73,-0.0208,7619.8505,8759.4087,25 ans,12 mois
2002-03-01,1147.39,0.0367,7899.7953,9081.2197,25 ans,12 mois
2002-04-01,1076.92,-0.0614,7414.6086,8523.4727,25 ans,12 mois
2002-05-01,1067.14,-0.0091,7347.273,8446.0669,25 ans,12 mois
2002-06-01,989.82,-0.0725,6814.9238,7834.1042,25 ans,12 mois
2002-07-01,911.62,-0.079,6276.5156,7215.1765,25 ans,12 mois
2002-08-01,916.07,0.0049,6307.154,7250.3969,25 ans,12 mois
2002-09-01,815.28,-0.11,5613.2137,6452.6769,25 ans,12 mois
2002-10-01,885.76,0.0864,6098.4693,7010.5031,25 ans,12 mois
2002-11-01,936.31,0.0571,6446.5066,7410.5898,25 ans,12 mois
2002-12-01,879.82,-0.0603,6057.5723,6963.4899,25 ans,12 mois
2003-01-01,855.7,-0.0274,5891.5058,6772.5879,25 ans,12 mois
2003-02-01,841.15,-0.017,5791.329,6657.4295,25 ans,12 mois
2003-03-01,848.18,0.0084,5839.7304,6713.0694,25 ans,12 mois
2003-04-01,916.92,0.081,6313.0061,7257.1241,25 ans,12 mois
2003-05-01,963.59,0.0509,6634.33,7626.5024,25 ans,12 mois
2003-06-01,974.5,0.0113,6709.4453,7712.8513,25 ans,12 mois
2003-07-01,990.31,0.0162,6818.2973,7837.9823,25 ans,12 mois
2003-08-01,1008.01,0.0179,6940.1622,7978.0721,25 ans,12 mois
2003-09-01,995.97,-0.0119,6857.2663,7882.7791,25 ans,12 mois
2003-10-01,1050.71,0.055,7234.1519,8316.0284,25 ans,12 mois
2003-11-01,1058.2,0.0071,7285.7206,8375.3092,25 ans,12 mois
2003-12-01,1111.92,0.0508,7655.5841,8800.4863,25 ans,12 mois
2004-01-01,1131.13,0.0173,7787.8449,8952.527,25 ans,12 mois
2004-02-01,1144.9399,0.0122,7882.9265,9061.8281,25 ans,12 mois
2004-03-01,1126.21,-0.0164,7753.9704,8913.5864,25 ans,12 mois
2004-04-01,1107.3,-0.0168,7623.7754,8763.9206,25 ans,12 mois
2004-05-01,1120.6801,0.0121,7715.8969,8869.819,25 ans,12 mois
2004-06-01,1140.84,0.018,7854.6982,9029.3781,25 ans,12 mois
2004-07-01,1101.72,-0.0343,7585.3565,8719.7561,25 ans,12 mois
2004-08-01,1104.24,0.0023,7602.7068,8739.7012,25 ans,12 mois
2004-09-01,1114.58,0.0094,7673.8976,8821.5387,25 ans,12 mois
2004-10-01,1130.2,0.014,7781.4415,8945.1659,25 ans,12 mois
2004-11-01,1173.8199,0.0386,8081.7658,9290.404,25 ans,12 mois
2004-12-01,1211.92,0.0325,8344.0854,9591.9539,25 ans,12 mois
2005-01-01,1181.27,-0.0253,8133.0596,9349.3689,25 ans,12 mois
2005-02-01,1203.6,0.0189,8286.8016,9526.1033,25 ans,12 mois
2005-03-01,1180.59,-0.0191,8128.3774,9343.9865,25 ans,12 mois
2005-04-01,1156.85,-0.0201,7964.9273,9156.0922,25 ans,12 mois
2005-05-01,1191.5,0.03,8203.4932,9430.3359,25 ans,12 mois
2005-06-01,1191.33,-0.0001,8202.3224,9428.99,25 ans,12 mois
2005-07-01,1234.1801,0.036,8497.3459,9768.1347,25 ans,12 mois
2005-08-01,1220.33,-0.0112,8401.9878,9658.5156,25 ans,12 mois
2005-09-01,1228.8101,0.0069,8460.3734,9725.6329,25 ans,12 mois
2005-10-01,1207.01,-0.0177,8310.2798,9553.0926,25 ans,12 mois
2005-11-01,1249.48,0.0352,8602.6861,9889.2286,25 ans,12 mois
2005-12-01,1248.29,-0.001,8594.4933,9879.8106,25 ans,12 mois
2006-01-01,1280.08,0.0255,8813.3673,10131.4175,25 ans,12 mois
2006-02-01,1280.66,0.0005,8817.3612,10136.0086,25 ans,12 mois
2006-03-01,1294.87,0.0111,8915.1969,10248.4758,25 ans,12 mois
2006-04-01,1310.61,0.0122,9023.567,10373.0528,25 ans,12 mois
2006-05-01,1270.09,-0.0309,8744.5861,10052.35,25 ans,12 mois
2006-06-01,1270.2,0.0001,8745.3434,10053.2205,25 ans,12 mois
2006-07-01,1276.66,0.0051,8789.8211,10104.3499,25 ans,12 mois
2006-08-01,1303.8199,0.0213,8976.8175,10319.3118,25 ans,12 mois
2006-09-01,1335.85,0.0246,9197.3446,10572.8191,25 ans,12 mois
2006-10-01,1377.9399,0.0315,9487.1346,10905.9475,25 ans,12 mois
2006-11-01,1400.63,0.0165,9643.356,11085.532,25 ans,12 mois
2006-12-01,1418.3,0.0126,9765.0145,11225.3847,25 ans,12 mois
2007-01-01,1438.24,0.0141,9902.3012,11383.2028,25 ans,12 mois
2007-02-01,1406.8199,-0.0218,9685.9738,11134.5234,25 ans,12 mois
2007-03-01,1420.86,0.01,9782.6397,11245.6457,25 ans,12 mois
2007-04-01,1482.37,0.0433,10206.1369,11732.4775,25 ans,12 mois
2007-05-01,1530.62,0.0325,10538.3388,12114.3606,25 ans,12 mois
2007-06-01,1503.35,-0.0178,10350.5843,11898.5272,25 ans,12 mois
2007-07-01,1455.27,-0.032,10019.5532,11517.99,25 ans,12 mois
2007-08-01,1473.99,0.0129,10148.4404,11666.1525,25 ans,12 mois
2007-09-01,1526.75,0.0358,10511.6938,12083.7308,25 ans,12 mois
2007-10-01,1549.38,0.0148,10667.5017,12262.84,25 ans,12 mois
2007-11-01,1481.14,-0.044,10197.6685,11722.7426,25 ans,12 mois
2007-12-01,1468.36,-0.0086,10109.6778,11621.5928,25 ans,12 mois
2008-01-01,1378.55,-0.0612,9491.3352,10910.7763,25 ans,12 mois
2008-02-01,1330.63,-0.0348,9161.4051,10531.5047,25 ans,12 mois
2008-03-01,1322.7,-0.006,9106.8065,10468.7409,25 ans,12 mois
2008-04-01,1385.59,0.0475,9539.8051,10966.495,25 ans,12 mois
2008-05-01,1400.38,0.0107,9641.6347,11083.5533,25 ans,12 mois
2008-06-01,1280.0,-0.086,8812.8168,10130.7847,25 ans,12 mois
2008-07-01,1267.38,-0.0099,8725.928,10030.9015,25 ans,12 mois
2008-08-01,1282.83,0.0122,8832.3011,10153.1828,25 ans,12 mois
2008-09-01,1166.36,-0.0908,8030.4038,9231.3608,25 ans,12 mois
2008-10-01,968.75,-0.1694,6669.8565,7667.3419,25 ans,12 mois
2008-11-01,896.24,-0.0748,6170.6241,7093.4487,25 ans,12 mois
2008-12-01,903.25,0.0078,6218.8881,7148.9307,25 ans,12 mois
2009-01-01,825.88,-0.0857,5686.1947,6536.5723,25 ans,12 mois
2009-02-01,735.09,-0.1099,5061.1045,5817.999,25 ans,12 mois
2009-03-01,797.87,0.0854,5493.3454,6314.8821,25 ans,12 mois
2009-04-01,872.81,0.0939,6009.3083,6908.0079,25 ans,12 mois
2009-05-01,919.14,0.0531,6328.2911,7274.695,25 ans,12 mois
2009-06-01,919.32,0.0002,6329.5303,7276.1196,25 ans,12 mois
2009-07-01,987.48,0.0741,6798.8126,7815.5836,25 ans,12 mois
2009-08-01,1020.62,0.0336,7026.9821,8077.8761,25 ans,12 mois
2009-09-01,1057.08,0.0357,7278.0094,8366.4448,25 ans,12 mois
2009-10-01,1036.1899,-0.0198,7134.1814,8201.1072,25 ans,12 mois
2009-11-01,1095.63,0.0574,7543.427,8671.556,25 ans,12 mois
2009-12-01,1115.1,0.0178,7677.478,8825.6545,25 ans,12 mois
2010-01-01,1073.87,-0.037,7393.609,8499.3326,25 ans,12 mois
2010-02-01,1104.49,0.0285,7604.4281,8741.6799,25 ans,12 mois
2010-03-01,1169.4301,0.0588,8051.5413,9255.6594,25 ans,12 mois
2010-04-01,1186.6899,0.0148,8170.3758,9392.2658,25 ans,12 mois
2010-05-01,1089.41,-0.082,7500.6024,8622.3269,25 ans,12 mois
2010-06-01,1030.71,-0.0539,7096.4516,8157.7349,25 ans,12 mois
2010-07-01,1101.6,0.0688,7584.5303,8718.8064,25 ans,12 mois
2010-08-01,1049.33,-0.0474,7224.6505,8305.1061,25 ans,12 mois
2010-09-01,1141.2,0.0876,7857.1767,9032.2273,25 ans,12 mois
2010-10-01,1183.26,0.0369,8146.7607,9365.119,25 ans,12 mois
2010-11-01,1180.55,-0.0023,8128.1026,9343.6706,25 ans,12 mois
2010-12-01,1257.64,0.0653,8658.868,9953.8126,25 ans,12 mois
2011-01-01,1286.12,0.0226,8854.9531,10179.2224,25 ans,12 mois
2011-02-01,1327.22,0.032,9137.9269,10504.5154,25 ans,12 mois
2011-03-01,1325.83,-0.001,9128.3567,10493.5139,25 ans,12 mois
2011-04-01,1363.61,0.0285,9388.4727,10792.5306,25 ans,12 mois
2011-05-01,1345.2,-0.0135,9261.7193,10646.8211,25 ans,12 mois
2011-06-01,1320.64,-0.0183,9092.6238,10452.4372,25 ans,12 mois
2011-07-01,1292.28,-0.0215,8897.365,10227.9771,25 ans,12 mois
2011-08-01,1218.89,-0.0568,8392.0738,9647.119,25 ans,12 mois
2011-09-01,1131.42,-0.0718,7789.8419,8954.8225,25 ans,12 mois
2011-10-01,1253.3,0.1077,8628.9873,9919.4632,25 ans,12 mois
2011-11-01,1246.96,-0.0051,8585.3357,9869.2835,25 ans,12 mois
2011-12-01,1257.6,0.0085,8658.5924,9953.4957,25 ans,12 mois
2012-01-01,1312.41,0.0436,9035.9603,10387.2996,25 ans,12 mois
2012-02-01,1365.6801,0.0406,9402.7251,10808.9145,25 ans,12 mois
2012-03-01,1408.47,0.0313,9697.3343,11147.5828,25 ans,12 mois
2012-04-01,1397.91,-0.0075,9624.6289,11064.0043,25 ans,12 mois
2012-05-01,1310.33,-0.0627,9021.639,10370.8364,25 ans,12 mois
2012-06-01,1362.16,0.0396,9378.4897,10781.0547,25 ans,12 mois
2012-07-01,1379.3199,0.0126,9496.6359,10916.8698,25 ans,12 mois
2012-08-01,1406.58,0.0198,9684.3215,11132.6239,25 ans,12 mois
2012-09-01,1440.67,0.0242,9919.0322,11402.4359,25 ans,12 mois
2012-10-01,1412.16,-0.0198,9722.7404,11176.7884,25 ans,12 mois
2012-11-01,1416.1801,0.0028,9750.4183,11208.6056,25 ans,12 mois
2012-12-01,1426.1899,0.0071,9819.3365,11287.8306,25 ans,12 mois
2013-01-01,1498.11,0.0504,10314.5069,11857.0544,25 ans,12 mois
2013-02-01,1514.6801,0.0111,10428.5921,11988.2011,25 ans,12 mois
2013-03-01,1569.1899,0.036,10803.8934,12419.6292,25 ans,12 mois
2013-04-01,1597.5699,0.0181,10999.2901,12644.2477,25 ans,12 mois
2013-05-01,1630.74,0.0208,11227.6663,12906.7779,25 ans,12 mois
2013-06-01,1606.28,-0.015,11059.2591,12713.1852,25 ans,12 mois
2013-07-01,1685.73,0.0495,11606.2731,13342.0058,25 ans,12 mois
2013-08-01,1632.97,-0.0313,11243.0197,12924.4274,25 ans,12 mois
2013-09-01,1681.55,0.0297,11577.4942,13308.923,25 ans,12 mois
2013-10-01,1756.54,0.0446,12093.8012,13902.4444,25 ans,12 mois
2013-11-01,1805.8101,0.028,12433.026,14292.4007,25 ans,12 mois
2013-12-01,1848.36,0.0236,12725.9828,14629.1695,25 ans,12 mois
2014-01-01,1782.59,-0.0356,12273.1553,14108.6212,25 ans,12 mois
2014-02-01,1859.45,0.0431,12802.3373,14716.943,25 ans,12 mois
2014-03-01,1872.34,0.0069,12891.0853,14818.9633,25 ans,12 mois
2014-04-01,1883.95,0.0062,12971.0202,14910.8526,25 ans,12 mois
2014-05-01,1923.5699,0.021,13243.8043,15224.432,25 ans,12 mois
2014-06-01,1960.23,0.0191,13496.2092,15514.5842,25 ans,12 mois
2014-07-01,1930.67,-0.0151,13292.6886,15280.6269,25 ans,12 mois
2014-08-01,2003.37,0.0377,13793.2287,15856.0235,25 ans,12 mois
2014-09-01,1972.29,-0.0155,13579.2428,15610.0357,25 ans,12 mois
2014-10-01,2018.05,0.0232,13894.3011,15972.2113,25 ans,12 mois
2014-11-01,2067.5601,0.0245,14235.1782,16364.067,25 ans,12 mois
2014-12-01,2058.8999,-0.0042,14175.5529,16295.5247,25 ans,12 mois
2015-01-01,1994.99,-0.031,13735.5323,15789.6984,25 ans,12 mois
2015-02-01,2104.5,0.0549,14489.5101,16656.4346,25 ans,12 mois
2015-03-01,2067.8899,-0.0174,14237.4491,16366.6775,25 ans,12 mois
2015-04-01,2085.51,0.0085,14358.7638,16506.135,25 ans,12 mois
2015-05-01,2107.3899,0.0105,14509.4071,16679.3072,25 ans,12 mois
2015-06-01,2063.1101,-0.021,14204.5402,16328.8471,25 ans,12 mois
2015-07-01,2103.8401,0.0197,14484.9666,16651.2116,25 ans,12 mois
2015-08-01,1972.1801,-0.0626,13578.4856,15609.1652,25 ans,12 mois
2015-09-01,1920.03,-0.0264,13219.432,15196.4147,25 ans,12 mois
2015-10-01,2079.3601,0.083,14316.4217,16457.4605,25 ans,12 mois
2015-11-01,2080.4099,0.0005,14323.6496,16465.7694,25 ans,12 mois
2015-12-01,2043.9399,-0.0175,14072.5533,16177.1214,25 ans,12 mois
2016-01-01,1940.24,-0.0507,13358.5778,15356.3699,25 ans,12 mois
2016-02-01,1932.23,-0.0041,13303.4288,15292.9733,25 ans,12 mois
2016-03-01,2059.74,0.066,14181.3369,16302.1737,25 ans,12 mois
2016-04-01,2065.3,0.0027,14219.618,16346.1797,25 ans,12 mois
2016-05-01,2096.95,0.0153,14437.528,16596.6784,25 ans,12 mois
2016-06-01,2098.8601,0.0009,14450.6794,16611.7967,25 ans,12 mois
2016-07-01,2173.6001,0.0356,14965.2652,17203.3395,25 ans,12 mois
2016-08-01,2170.95,-0.0012,14947.0189,17182.3644,25 ans,12 mois
2016-09-01,2168.27,-0.0012,14928.5676,17161.1536,25 ans,12 mois
